Deposit,Deposit style,Label,Co59,Ni60,Cu65,Zn66,As75,Mo95,Ag107,Sb121,Te125,Au197,Tl205,Pb208
porphyry Chalkidiki,Porphyry,2,129.88,1066.88,3708.6,698.17,35.22,775.93,63.42,4.91,16.102,0.382,0.8,24.91
porphyry Chalkidiki,Porphyry,2,3711.29,5464.15,1520.5,2.23,33.54,0.93,2.44,0.42,2.541,5.344,3.27,0.67
porphyry Chalkidiki,Porphyry,2,631.14,7334.21,0.57,0.51,0.22,0.06,0.21,1.07,7.538,0.005,0.08,9.66
porphyry Chalkidiki,Porphyry,2,928.36,187.24,0.83,0.28,7.17,0,0.36,0.06,1.165,0.023,0,13.35
porphyry Chalkidiki,Porphyry,2,3608.61,3444.46,391.74,13.23,127.54,0.01,0.07,0.09,0.61,0.064,0.12,0.72
porphyry Chalkidiki,Porphyry,2,2035.1,4904.64,1.06,0.27,68.52,0.02,0.01,0.02,0.201,0.008,0,0.03
porphyry Chalkidiki,Porphyry,2,129.83,76.35,22.71,3.14,9.28,0.01,3.8,6.02,3706.621,0.261,0.05,46.44
porphyry Chalkidiki,Porphyry,2,155.54,40.65,0.57,0.52,2.68,0.08,0.35,0.06,1.337,0.004,0.01,2.74
porphyry Chalkidiki,Porphyry,2,109.56,811.52,0.3,0.16,11.23,0.01,0.01,0.05,90.628,0.002,0,0.02
porphyry Chalkidiki,Porphyry,2,1930.86,3015.48,9.56,227.17,50.57,0.06,0.15,0.03,2.258,0.029,0.24,42.25
porphyry Chalkidiki,Porphyry,2,58.21,704.26,2732.77,62.44,17.75,0.05,1.36,0.08,24.14,0.031,0.01,3.64
porphyry Chalkidiki,Porphyry,2,472.04,1388.8,28.51,63.16,15.55,0.06,0.34,0.69,12.017,0.006,0.01,3.87
porphyry Chalkidiki,Porphyry,2,503.12,1484.97,125.04,148.54,28.06,0.14,0.67,5.97,24.06,0.03,0.04,10.24
porphyry Chalkidiki,Porphyry,2,3913.07,1958.77,1.72,1.04,80.15,0.01,0.78,0.31,1.027,0.004,0.01,0.58
porphyry Chalkidiki,Porphyry,2,1044.25,2293.57,1030.38,370.18,90.19,2.41,25.18,635.65,19.261,0.196,0.37,162.92
porphyry Chalkidiki,Porphyry,2,4928.17,802.23,65.54,1.2,81.53,0.87,2.46,0.47,2.818,5.087,3.55,0.71
porphyry Chalkidiki,Porphyry,2,2726.47,2586.57,1.35,2.29,12.86,0.57,0.01,0.03,0.753,0.004,0,0.44
porphyry Chalkidiki,Porphyry,2,3414.11,502.16,31.73,0.74,8.05,0.01,5.09,0.1,2.194,0.029,0.41,0.84
porphyry Chalkidiki,Porphyry,2,107.98,811.64,0.18,0.67,4.16,0.24,0.01,0.06,0.162,0.002,0,0.04
porphyry Chalkidiki,Porphyry,2,6.38,233.8,7.81,2.33,1.48,0.04,0.06,0.04,0.158,0.003,0.01,0.39
porphyry Chalkidiki,Porphyry,2,2891.78,1379.55,13.81,3.56,6511.98,0.02,1.01,4.8,140.477,0.899,0.16,200.82
porphyry Chalkidiki,Porphyry,2,17.72,587.72,1.99,3.09,1.82,0.76,1.69,1.37,1.601,4.442,2.6,1.11
porphyry Chalkidiki,Porphyry,2,272.25,2028.96,3.25,0.43,6.08,0.14,0.01,0.29,0.589,0.012,0.01,0.8
porphyry Chalkidiki,Porphyry,2,2386.08,821,7.75,0.37,3.17,0.01,1.21,0.07,1.277,0.04,0,1.73
porphyry Chalkidiki,Porphyry,2,257.03,63.59,3.83,1.85,11.41,0.19,1.78,0.9,2.19,0.365,0.04,12.8
porphyry Chalkidiki,Porphyry,2,1401.38,1496.84,0.18,0.29,57.14,0.02,0.03,0.02,0.282,0.005,0,1.46
porphyry Chalkidiki,Porphyry,2,3016.04,3464.15,687.2,4.51,54.3,0.03,0.26,0.03,0.643,0.02,0.01,0.29
porphyry Chalkidiki,Porphyry,2,127.19,1142.88,1.07,0.22,12.68,0.02,0.04,0.55,0.085,0.004,0,0.15
porphyry Chalkidiki,Porphyry,2,2033.45,6726.54,8294.81,21.97,53.99,0.88,2.46,0.47,2.886,5.086,3.5,2.84
porphyry Chalkidiki,Porphyry,2,3137.17,1029.68,2.3,2.37,85.36,0.02,0.36,7.73,0.215,0.005,0.03,0.48
porphyry Chalkidiki,Porphyry,2,822.48,1272.47,4.72,1.61,52.93,0.45,6.05,1.92,4.716,0.056,0.03,5.01
porphyry Chalkidiki,Porphyry,2,1663.11,1324.13,0.44,0.36,60.32,0.02,0.01,0.02,0.63,0.004,0,0.03
porphyry Chalkidiki,Porphyry,2,873.85,2955.79,18.66,125.74,64.37,0.06,0.08,1.11,8.884,0.01,0.01,3.51
porphyry Chalkidiki,Porphyry,2,3102.3,2685.63,12.98,57.26,50.64,0.01,0.04,0.03,0.766,0.003,0.02,8.56
porphyry Chalkidiki,Porphyry,2,1142.35,991.92,6.08,33.64,45.61,0.03,0.37,0.44,18.788,0.01,0.01,3.82
porphyry Chalkidiki,Porphyry,2,3819.23,1243.96,8.42,0.52,7220.9,0.03,0.05,1.07,81.306,0.317,0.02,10.73
porphyry Chalkidiki,Porphyry,2,750.87,9331.38,1.08,28.09,0.48,0.24,0.74,1.79,8.275,0.03,0.18,19.22
porphyry Chalkidiki,Porphyry,2,2218.59,817.51,0.67,0.07,3.26,0,0.01,0.02,0.584,0.01,0.01,0.26
porphyry Chalkidiki,Porphyry,2,3487.46,451.4,0.75,0.21,3.43,0.01,0.01,0.02,0.084,0.003,0,0.09
porphyry Chalkidiki,Porphyry,2,1019.84,238.86,0.34,0.1,3.7,0.01,0.01,0.04,1.617,0.002,0.01,0.41
porphyry Chalkidiki,Porphyry,2,56.38,312.66,3.12,1.61,3.77,0,0,0.16,6.674,0.018,0,0.02
porphyry Chalkidiki,Porphyry,2,149.61,645.19,0.58,0.51,5.47,0.01,0.01,0.2,0.249,0.002,0,0.01
porphyry Chalkidiki,Porphyry,2,55.62,1237.6,6.09,2.63,5.82,0.08,2.06,0.19,0.841,0.007,0.06,1.87
porphyry Chalkidiki,Porphyry,2,838.25,862.09,3.06,0.9,6.96,0.01,1.14,0.1,0.244,0.003,0.22,0.45
porphyry Chalkidiki,Porphyry,2,113.08,41.29,16.04,6218.86,6.99,0.06,0.39,3.45,5.236,0.136,0.05,6.78
porphyry Chalkidiki,Porphyry,2,137.38,630.69,13.17,20.26,7.96,0.01,0.08,0.18,4.924,0.018,0,10.2
porphyry Chalkidiki,Porphyry,2,1823.95,2115.81,4739.46,50.6,9.97,0.02,0.55,0.03,1.204,0.012,0.03,5.39
porphyry Chalkidiki,Porphyry,2,179.51,1569.35,1.22,0.39,10.01,0,0.01,0.02,0.206,0.002,0.01,0.02
porphyry Chalkidiki,Porphyry,2,1105.05,4358.17,1320.12,19.04,11.73,0.3,0.31,0.03,2.112,0.035,0.01,0.64
porphyry Chalkidiki,Porphyry,2,205.29,904.74,32.94,43.27,11.95,0.05,0.09,1.52,12.075,0.007,0.01,12.89
porphyry Chalkidiki,Porphyry,2,619.78,52.03,1.6,1.41,13.57,0.06,0.04,0.28,1.059,0.008,0.08,2.47
porphyry Chalkidiki,Porphyry,2,2753.99,2765.59,1.51,0.46,14.31,0.01,0.01,0.02,0.182,0.003,0,0.45
porphyry Chalkidiki,Porphyry,2,468.65,950.94,1.65,148.38,14.61,0.01,0.06,0.29,8.058,0.04,0.01,1.97
porphyry Chalkidiki,Porphyry,2,2150.6,2183.67,2579.75,22.94,15.02,0.05,0.33,0.03,0.651,0.007,0,0.42
porphyry Chalkidiki,Porphyry,2,53.37,16.95,1.26,0.72,15.48,0.01,0.04,0.1,62.942,0.026,0.01,6.6
porphyry Chalkidiki,Porphyry,2,6728.83,93.4,5.41,7.99,16.67,0.02,0.01,0.08,37.972,0.005,0,0.29
porphyry Chalkidiki,Porphyry,2,5718.19,106.27,116.3,78.44,19.75,0.06,0.19,1.67,32.226,0.008,0.02,3.95
porphyry Chalkidiki,Porphyry,2,1391.81,324.3,4.37,2.26,27.63,0.19,0.2,3.52,1.532,0.033,0.07,6.73
porphyry Chalkidiki,Porphyry,2,1021.93,236.64,41.04,5.23,37.97,0.02,17.22,2.57,20.759,1.595,0.18,99.59
porphyry Chalkidiki,Porphyry,2,853.67,720.82,0.3,0.35,40.73,0.03,0.01,0.02,0.682,0.004,0,0.02
porphyry Chalkidiki,Porphyry,2,3233.46,2125.31,1859.87,9.46,41.09,0.12,0.33,0.03,1.188,0.207,0.01,1.1
porphyry Chalkidiki,Porphyry,2,584.14,577.11,0.87,0.14,42.61,0.02,0.01,0.03,1.653,0.006,0,0.02
porphyry Chalkidiki,Porphyry,2,35.89,569.7,1463.33,1425.72,45.05,0.27,58.25,8.49,32.034,0.696,0.39,176.14
porphyry Chalkidiki,Porphyry,2,434.08,978.87,15.36,94.71,50.12,0.06,0.09,1.05,12.647,0.002,0.01,18.91
porphyry Chalkidiki,Porphyry,2,1788.75,1737.67,6.45,90.85,51.71,0.05,0.21,1.23,15.359,0.005,0.02,2.68
porphyry Chalkidiki,Porphyry,2,3243.13,2964.8,514.77,4.91,57.5,0.02,0.44,0.12,0.91,0.193,0.03,3.4
porphyry Chalkidiki,Porphyry,2,1873.98,1604.1,2059.05,58.71,59.98,0.02,0.38,0.23,0.995,0.016,0,0.62
porphyry Chalkidiki,Porphyry,2,725.72,4348.58,2.79,0.53,70.74,0.04,27.26,0.34,4.47,0.083,0.01,5.63
porphyry Chalkidiki,Porphyry,2,2100.56,7431.33,2002.82,25.14,80.59,0.1,2.03,0.72,7.747,0.377,0.12,9.37
porphyry Chalkidiki,Porphyry,2,3458.59,1127.37,140.71,84.46,89.91,0.01,0.18,0.11,3.214,0.199,0.23,19.19
porphyry Chalkidiki,Porphyry,2,213.59,4161.32,0.38,0.1,119.17,0.02,0.01,0.02,0.113,0.004,0,0.61
porphyry Chalkidiki,Porphyry,2,2909.72,3673.64,0.74,5.88,131.06,0.01,0.01,0.02,0.122,0.007,0.02,0.67
porphyry Chalkidiki,Porphyry,2,74.91,81.74,5.37,0.16,1638.67,0.01,0.76,4.73,71.682,0.211,0.03,173.02
porphyry Chalkidiki,Porphyry,2,71.91,75.67,5.29,0.51,1740.6,0.02,0.91,2.54,135.572,0.209,0.01,175.47
porphyry Chalkidiki,Porphyry,2,1492.4,1149.76,7.31,0.7,4482.69,0.01,0.03,0.6,177.177,0.201,0.01,5.99
porphyry Chalkidiki,Porphyry,2,8599.08,1652.19,16.67,10.48,9160.47,0.01,0.37,1.95,156.081,1.648,0.72,165.13
porphyry Cadia,Porphyry,2,365.01,660.2,1.17,0.63,11.54,0.29,0.03,0.13,0.105,0.02,0.01,0.38
porphyry Cadia,Porphyry,2,9.76,3.22,0.21,0.65,1906.02,1.15,0.03,0.03,48.44,0.62,0.03,0.14
porphyry Cadia,Porphyry,2,78.99,9.99,1.89,2.05,1710.54,0.78,0.07,0.02,50.65,0.22,0.04,0.09
porphyry Cadia,Porphyry,2,676.18,623.48,0.95,0.37,22.39,0.11,0.02,0.01,0.6,0.02,0.04,0.02
porphyry Cadia,Porphyry,2,495.28,133.93,20.07,3.46,62.56,2.08,0.8,3.63,2.68,0.08,0.05,206.64
porphyry Cadia,Porphyry,2,143.06,231.41,1.01,1.37,275.76,0.01,0.02,0.07,0.28,0.01,0.01,2.94
porphyry Cadia,Porphyry,2,1826.41,391.82,0.3,0.99,6.37,0.5,0.19,0.1,1.39,0.005,0.003937812,0.022332536
porphyry Cadia,Porphyry,2,3177.25,2609.51,577.7,2.19,357.21,1.1,0.74,0.12,36.62,0.09,0.05,0.72
porphyry Cadia,Porphyry,2,672.15,1326.91,7.87,2.03,9468.44,1,0.09,0.1,40.9,1.88,0.01,0.18
porphyry Cadia,Porphyry,2,102.76,142.9,0.01,1.18,313.09,0.14,0.07,0.18,1.46,0.005,0.01,0.06
porphyry Cadia,Porphyry,2,64.45,265.51,370.62,5.89,198.68,0.39,10.88,10.53,0.655,0.27,0.56,90.26
porphyry Cadia,Porphyry,2,787.52,565.04,1.57,1.8,260.98,0.06,0.04,0.11,1.3,0.9,0.01,5.15
porphyry Cadia,Porphyry,2,507.34,2444.4,0.01,1.47,742.69,0.86,0.1,0.02,0.34,0.055,0.01,0.16
porphyry Cadia,Porphyry,2,1394.58,455.79,5.07,1.15,331.41,0.43,0.06,0.06,11.93,0.15,0.02,0.32
porphyry Cadia,Porphyry,2,5337.37,106.29,1.87,2.82,157.64,1.11,0.13,0.06,1.41,0.15,0.02,0.12
porphyry Cadia,Porphyry,2,1618.04,649.1,1.55,41.44,492.75,0.16,0.02,0.08,0.55,0.005,0.01,1.19
porphyry Cadia,Porphyry,2,200.83,73.27,7.23,1.4,74.29,0.71,0.77,2.27,2.08,0.03,0.01,82.4
porphyry Cadia,Porphyry,2,77.52,1.53,0.82,3.33,377.87,0.23,0.01,0.04,10.42,0.02,0.01,0.3
porphyry Cadia,Porphyry,2,1884.65,2951.34,3.08,0.49,4.69,1.31,0.7,0.29,3.25,0.48,0.06,7.41
porphyry Cadia,Porphyry,2,156.33,128.77,4.19,1.28,39.95,2.46,0.12,0.99,1.79,0.02,0.01,45.49
porphyry Cadia,Porphyry,2,45.54,269.95,11.92,29.55,108.35,2.35,1.21,3.31,5.92,2.16,0.07,15.85
porphyry Cadia,Porphyry,2,68.58,223.48,0.61,0.86,15.46,0.17,0.02,0.03,0.25,0.015,0.01,0.07
porphyry Cadia,Porphyry,2,326.47,525.92,0.29,0.34,1685.39,0.15,0.25,0.17,5.31,0.23,0.01,3.83
porphyry Cadia,Porphyry,2,0.71,194.74,0.07,0.27,14.96,0.01,0.01,0.01,0.015,0.005,0.01,0.01
porphyry Cadia,Porphyry,2,343.9,25.23,0.61,0.97,15.21,0.29,0.03,0.01,0.15,0.011,9.76E-05,0.700668812
porphyry Cadia,Porphyry,2,3751.4,27.17,97.29,32.13,50.3,0.13,0.06,0.06,0.33,0.005,0.01,0.22
porphyry Cadia,Porphyry,2,4202,5420.99,2.33,0.27,618.39,3.22,1.67,0.13,0.7,0.12,0.03,1.35
porphyry Cadia,Porphyry,2,251.09,215.18,4.19,1.43,36.77,0.72,0.32,0.47,2.61,0.03,0.02,15.03
porphyry Cadia,Porphyry,2,225.94,6.79,1.55,0.76,6716.61,0.33,0.02,0.06,35.71,2.07,0.01,0.04
porphyry Cadia,Porphyry,2,258.95,96.11,603.15,2.86,53.79,1.4,11.25,12.17,0.39,0.27,4.02,76.46
porphyry Cadia,Porphyry,2,2765.74,273.04,2.98,2.22,283.17,1.16,0.03,0.41,20.23,0.39,0.01,0.66
porphyry Cadia,Porphyry,2,3189.33,567.1,1325.27,20.69,47.13,0.31,0.68,0.84,2.8,0.15,0.02,71.75
porphyry Cadia,Porphyry,2,12.28,59.16,4.59,2.08,1658.87,0.28,0.02,0.17,3.89,0.29,0.02,16.67
porphyry Cadia,Porphyry,2,878.17,33.31,0.61,0.32,6.08,0,0.05,0.09,0.115,0.002,0.008929465,0.0466435
porphyry Cadia,Porphyry,2,1790.19,473.38,4382.36,5.83,185.84,19.36,67.15,21.38,6.41,1.45,1.58,497.97
porphyry Cadia,Porphyry,2,7771.44,449.58,3.36,0.51,301.94,0.43,0.1,0.22,8.24,0.07,0.029242302,2.121998802
porphyry Cadia,Porphyry,2,2.12,0.6,0.82,1.12,6.14,0.46,0.14,0.04,1.15,0.045,0.05,2.01
porphyry Cadia,Porphyry,2,549.66,494.95,1.47,0.67,44.02,1.68,0.11,0.19,1.425,0.045,0.03,2.65
porphyry Cadia,Porphyry,2,546.49,17.57,0.54,0.26,22.91,0.31,0.01,0.03,0.44,0.035,0.01,0.03
porphyry Cadia,Porphyry,2,77.88,36.42,0.41,0.95,15.38,0.01,0.01,0.03,0.01,0.01,0.01,0.52
porphyry Cadia,Porphyry,2,2890.58,22.73,0.04,0.21,58.77,0.43,0.13,0.07,0.29,0.12,0.02,0.03
porphyry Cadia,Porphyry,2,388.04,323.07,5.54,0.48,1117.23,0.01,0.59,0.18,1,0.03,0.02,0.28
porphyry Cadia,Porphyry,2,5834.26,623.4,98.41,0.05,342.58,1.21,4.98,0.02,1.19,0.242,0.012081601,4.070145595
porphyry Cadia,Porphyry,2,3431.63,5.76,0.36,3.85,19.8,0.13,0.02,0.02,0.04,0.02,0.01,0.04
porphyry Cadia,Porphyry,2,474.92,1113.19,4.17,2.93,555.86,1.29,0.01,0.36,2.9,0.02,0.07,0.32
porphyry Cadia,Porphyry,2,490.58,557.16,0.38,0.84,14.71,0.1,0.01,0.03,0.26,0.005,0.01,0.03
porphyry Cadia,Porphyry,2,539.57,327.9,5.29,0.4,526.13,0.82,0.31,0.19,3.92,0.05,0.01,1.76
porphyry Cadia,Porphyry,2,991.96,2206.62,1.25,5.49,1040.35,0.74,0.08,0.01,1.31,0.03,0.02,0.37
porphyry Cadia,Porphyry,2,830.55,424.44,3.3,0.08,529.4,0.98,0.3,0.49,1.96,0.01,0.01,0.45
porphyry Cadia,Porphyry,2,332.55,146.31,2092.76,4.67,101,1.83,11.63,32.95,0.81,0.39,1.77,96.93
porphyry Cadia,Porphyry,2,318.77,428.06,3.85,0.56,876.33,0.16,0.07,0.42,14.78,1.01,0.05,0.81
porphyry Cadia,Porphyry,2,177.32,1737.23,397.2,0.33,272.48,1.13,0.31,0.08,0.12,0.09,0.01,1.04
porphyry Cadia,Porphyry,2,109.77,174.59,174.5,4.06,297.58,2.81,2.42,8.44,2.505,0.51,0.06,22.21
porphyry Cadia,Porphyry,2,417.11,44.53,22.97,1.45,1323.1,0.62,0.17,0.15,13.04,0.08,0.01,3.37
porphyry Cadia,Porphyry,2,46.86,156.17,2.61,1.4,4901.72,0.51,0.15,0.96,4.34,0.01,0.01,1.11
porphyry Cadia,Porphyry,2,2190.68,728.46,2.94,0.79,1809.24,0.95,0.09,0.13,0.04,0.07,0.02,0.93
porphyry Cadia,Porphyry,2,3376.36,114.14,2.41,0.78,28.66,0.24,0.13,0.07,0.02,0.02,0.01,0.01
porphyry Cadia,Porphyry,2,2.59,4.16,0.52,1.2,62.54,0.05,0.05,0.05,0.78,0.02,0.013230356,0.154352395
porphyry Cadia,Porphyry,2,993.26,361.74,2067.97,11.56,115.47,21.26,36.99,9.88,0.05,0.81,4.19,201.33
porphyry Cadia,Porphyry,2,7.33,2.95,16.89,1.32,101.93,0.72,0.97,257.8,5.655,0.07,0.15,7.33
porphyry Cadia,Porphyry,2,5.96,19.8,13.95,5.66,0.42,1.6,0.17,0.29,0.965,0.09,0.01,0.53
porphyry Cadia,Porphyry,2,75.94,107.67,4.94,6.12,0.99,0.74,0.13,0.06,0.205,0.16,0.02,0.75
porphyry Cadia,Porphyry,2,90.65,158.39,0.03,0.01,1.07,1.2,0.04,0.05,0.55,0.12,0.01,0.21
porphyry Cadia,Porphyry,2,14.95,23.81,25.7,3,1.12,0.03,0.42,1.28,0.05,0.05,0.01,0.86
porphyry Cadia,Porphyry,2,4.14,18.57,2805.6,18.61,1.5,4.26,27.57,1.44,1.115,0.04,0.02,361.67
porphyry Cadia,Porphyry,2,16.67,67.19,73.72,3.16,1.57,0.68,0.28,1.81,0.03,0.03,0.02,1.19
porphyry Cadia,Porphyry,2,87.03,146.45,160.26,5.14,1.73,0.39,3.9,1.72,1.17,0.58,0.49,8.93
porphyry Cadia,Porphyry,2,10.26,92.87,26.22,5.2,2.04,0.42,0.19,1.5,0.2,0.015,0.04,1.27
porphyry Cadia,Porphyry,2,33.51,12.18,0.97,0.23,2.51,0.17,0.01,0.13,0.345,0.041,0.015935628,0.052833113
porphyry Cadia,Porphyry,2,25.37,77.28,33.07,6.71,2.58,0.1,0.34,1.34,1.99,0.08,0.07,1.57
porphyry Cadia,Porphyry,2,152.01,81.04,3.5,1.15,3.05,1.8,0.07,0.09,2.58,0.02,0.05,0.02
porphyry Cadia,Porphyry,2,7.96,22.04,5.07,0.67,3.35,2.41,0.16,1.35,0.485,0.105,0.03,0.84
porphyry Cadia,Porphyry,2,528.71,184.4,1.36,0.63,3.48,0.1,0.05,0.08,0.24,0.001,0.016175703,0.011441954
porphyry Cadia,Porphyry,2,312.69,113.88,0.77,0.68,3.52,1.46,0.15,0.09,0.66,0.22,0.03,0.02
porphyry Cadia,Porphyry,2,717.59,56.95,0.66,0.3,3.8,0.22,0.12,0.02,0.04,0.09,0.005111854,0.068575588
porphyry Cadia,Porphyry,2,644.24,447.48,0.49,1.02,4.18,0.33,0.61,0.04,1.27,0.031,0.013311994,0.259441076
porphyry Cadia,Porphyry,2,0.38,0.08,0.3,0.43,4.67,0.51,0.13,0.05,1.27,0.005,0.01,0.1
porphyry Cadia,Porphyry,2,232.34,38.54,4.81,1.03,4.87,0.14,0.2,0.09,0.07,0.008,0.018416804,4.276544243
porphyry Cadia,Porphyry,2,287.54,386.47,0.04,0.22,5.21,2.07,0.11,0.05,0.13,0.14,0.01,0.04
porphyry Cadia,Porphyry,2,1.26,10.48,1.54,0.78,5.34,0.36,0.03,0.01,0.07,0,0.004357117,0.064018044
porphyry Cadia,Porphyry,2,861.2,88.05,8.38,1.75,7.04,0.12,0.36,0.31,0.87,0.102,0.017571074,5.888226152
porphyry Cadia,Porphyry,2,5.47,16.91,2.6,2.94,8.34,2.38,0.07,13.99,2.72,0.04,0.07,3.72
porphyry Cadia,Porphyry,2,1894.21,74.96,0.68,0.88,9.99,0.95,0.09,0.05,1.21,0.07,0.02,0.19
porphyry Cadia,Porphyry,2,67.55,621.2,2.6,4.68,9.99,1.06,0.06,0.17,1.525,0.055,0.01,0.01
porphyry Cadia,Porphyry,2,470.26,13.31,4.62,0.14,10.86,3.79,0.38,0.08,1.27,0.1,0.04,0.01
porphyry Cadia,Porphyry,2,6.12,19.06,16.02,3.93,11.38,0.61,1.72,10.59,2.94,0.125,0.12,0.51
porphyry Cadia,Porphyry,2,935.66,255.19,4.3,3.76,11.56,2.31,0.01,0.09,0.17,0.1,0.03,1.84
porphyry Cadia,Porphyry,2,799.09,4.09,0.32,0.62,11.68,0.03,0.01,0.03,2.38,0.01,0.01,0.03
porphyry Cadia,Porphyry,2,0.02,0.1,2.8,1.67,11.93,0.29,0.07,0.26,1.27,0.06,0.01,3.96
porphyry Cadia,Porphyry,2,129.31,533.55,1.84,4.2,11.96,2.52,0.22,0.2,2.48,0.16,0.01,0.1
porphyry Cadia,Porphyry,2,220.46,198.44,24.77,4.45,12,0.11,0.44,0.12,0.91,0.12,0.01,1.3
porphyry Cadia,Porphyry,2,1050.74,75.25,0.12,1.96,12.16,0.13,0.1,0.03,0.645,0.005,0.01,0.11
porphyry Cadia,Porphyry,2,919.14,6.67,0.02,0.5,12.44,0.26,0.01,0.11,2.09,0.03,0.03,0.32
porphyry Cadia,Porphyry,2,25.01,508.1,21.34,46.92,12.54,0.13,0.98,0.1,0.3,0.01,0.01,0.84
porphyry Cadia,Porphyry,2,9.15,1057.03,0.95,0.35,12.57,2.73,0.16,0.01,0.76,0.05,0.01,0.21
porphyry Cadia,Porphyry,2,55.47,19.99,0.68,5.27,13,0.08,0.03,0.07,0.02,0.005,0.01,1.83
porphyry Cadia,Porphyry,2,12.48,880.17,0.53,0.14,13.79,1.48,0.06,0.15,2.465,0.13,0.02,0.33
porphyry Cadia,Porphyry,2,2294.2,5.73,0.38,2.13,14.78,0.32,0.02,0.01,0.41,0.005,0.01,0.08
porphyry Cadia,Porphyry,2,1362.28,18.44,0.01,1.54,15.1,0.52,0.02,0.01,0.475,0.1,0.03,1.12
porphyry Cadia,Porphyry,2,0.64,0.98,0.53,1.71,15.23,0.05,0.06,0.07,4.23,0.01,0.01,1.92
porphyry Cadia,Porphyry,2,696.19,110.27,50.64,1.15,15.37,0.07,0.02,0.01,0.04,0.005,0.01,0.04
porphyry Cadia,Porphyry,2,712.69,278.09,2.18,5.99,15.41,0.17,0.49,0.08,2.37,0.08,0.01,1.71
porphyry Cadia,Porphyry,2,51.22,92.92,0.55,0.81,16.5,0.03,0.09,0.09,0.65,0.012,0.012825616,0.021069152
porphyry Cadia,Porphyry,2,2.31,42.23,0.15,0.7,16.57,0.12,0.01,0.01,0.17,0.005,0.0040416,0.002513758
porphyry Cadia,Porphyry,2,1920.74,19.5,0.6,1.09,16.59,0.44,0.16,0.06,1.27,0.03,0.01,0.03
porphyry Cadia,Porphyry,2,903.01,35.09,0.33,6.15,16.61,0.07,0.02,34.46,1.72,0.055,0.01,0.02
porphyry Cadia,Porphyry,2,489.86,289.72,0.57,0.1,17.68,0.28,0.07,0.02,0.1,0.01,0.01,0.45
porphyry Cadia,Porphyry,2,139.25,4.84,0.18,0.74,18.1,0.03,0.01,0.03,0.24,0.001,0.001594602,0.000172193
porphyry Cadia,Porphyry,2,622.3,16.81,3.75,8.14,18.23,0.36,0.11,1.64,0.17,0.01,0.02,35.96
porphyry Cadia,Porphyry,2,119.56,117.26,0.49,1.42,18.41,0.03,0.03,0.02,0.04,0.05,0.01,0.09
porphyry Cadia,Porphyry,2,3.81,283.79,0.75,0.39,18.48,0.01,0.06,0.05,0.065,0.005,0.01,0.03
porphyry Cadia,Porphyry,2,41.58,482.06,0.31,0.82,18.5,0.39,0.11,0.06,0.48,0.04,0.01,0.01
porphyry Cadia,Porphyry,2,78.34,177.58,6.6,0.69,18.69,1.12,0.27,0.01,2.16,0.03,0.06,0.59
porphyry Cadia,Porphyry,2,224.14,17.43,2.77,11.56,18.96,1.31,0.12,0.03,0.17,0.01,0.01,0.16
porphyry Cadia,Porphyry,2,97.15,129.21,1.04,0.89,19.41,0.22,0.01,0.11,0.585,0.04,0.01,0.24
porphyry Cadia,Porphyry,2,93.18,269.46,6.47,11.47,20,0.36,1.39,0.01,11.38,0.08,0.01,1.31
porphyry Cadia,Porphyry,2,50.22,193.81,0.97,0.56,20.14,0.28,0.14,0.2,0.74,0.01,0.03,0.12
porphyry Cadia,Porphyry,2,128.53,128.07,2.67,1.04,20.38,0.09,0.07,0.35,1.37,0.05,0.01,14.06
porphyry Cadia,Porphyry,2,319.73,707.78,0.15,0.93,21.18,0.03,0.06,0.07,1.45,0.03,0.01,0.82
porphyry Cadia,Porphyry,2,44.92,321.09,2.76,6.86,21.78,0.16,0.16,0.01,0.15,0.02,0.01,0.31
porphyry Cadia,Porphyry,2,125.72,83.94,2.26,0.84,22.21,3.22,0.02,0.08,2.89,0.01,0.01,4.28
porphyry Cadia,Porphyry,2,1530.38,6,0.2,0.48,22.39,1.27,0.02,0.22,0.975,0.1,0.02,0.13
porphyry Cadia,Porphyry,2,33.54,1821.95,3.47,4.3,23.32,2.11,1.98,0.03,30.69,0.035,0.01,0.1
porphyry Cadia,Porphyry,2,507.62,17.71,1.32,0.82,23.53,0.1,0.1,0.19,0.515,0.05,0.01,0.15
porphyry Cadia,Porphyry,2,4181.95,39.59,0.31,2.64,23.61,0.4,0.24,0.06,1.49,0.09,0.01,0.25
porphyry Cadia,Porphyry,2,339.7,21.65,3.05,24.03,23.86,0.51,0.27,0.04,1.71,0.005,0.05,0.58
porphyry Cadia,Porphyry,2,329.61,72.11,1.03,0.14,24.14,0.75,0.03,0.11,1.09,0.01,0.02,0.14
porphyry Cadia,Porphyry,2,306.9,149.75,17.78,0.77,24.24,0.41,0.16,0.39,4.13,0.02,0.01,17.8
porphyry Cadia,Porphyry,2,502.37,49.39,0.01,0.67,24.6,0.46,0.01,0.03,0.025,0.01,0.01,0.07
porphyry Cadia,Porphyry,2,695.58,216.68,126.64,2.82,25.77,0.12,2.43,0.25,2.63,0.18,0.01,17.32
porphyry Cadia,Porphyry,2,16.2,20.91,20.13,2.9,27.33,0.16,0.7,2.72,0.005,0.09,0.01,81.06
porphyry Cadia,Porphyry,2,46.01,53.37,104.75,2.24,27.36,0.79,0.7,2.79,0.065,2.34,0.49,7.57
